,AnoLetivo,ID_Aluno,Genero,Tipo_Serie,Grup_Economic,Frequencia_aluno_Aula(%),Media_geral_notas_aluno,status_aluno,StudentAcademic_Performance_Status
396,2019,4366,F,Grup A - anos iniciais,B,95,4,2,Reforço
397,2019,2705,M,Grup A - anos iniciais,E,95,9,0,Aprovado
398,2019,2619,M,Grup B - anos finais,A,97,4,2,Reforço
399,2019,5279,M,Grup B - anos finais,A,54,0,2,Reforço
400,2019,3795,F,Grup A - anos iniciais,C,78,0,2,Reforço
401,2019,3934,F,Grup B - anos finais,E,80,3,2,Reforço
402,2019,3437,M,Grup B - anos finais,C,87,0,2,Reforço
403,2019,5133,M,Grup B - anos finais,E,78,9,0,Aprovado
404,2019,5400,M,Grup A - anos iniciais,C,73,9,0,Aprovado
405,2019,3181,F,Grup B - anos finais,E,89,9,0,Aprovado
406,2019,2532,M,Grup A - anos iniciais,A,79,5,1,Aprovado parcialmente
407,2019,4225,F,Grup B - anos finais,A,85,10,0,Aprovado
408,2019,5142,M,Grup A - anos iniciais,C,92,3,2,Reforço
409,2019,4136,M,Grup B - anos finais,D,45,5,1,Aprovado parcialmente
410,2019,5298,M,Grup A - anos iniciais,A,91,4,2,Reforço
411,2019,2888,F,Grup A - anos iniciais,A,20,3,2,Reforço
412,2019,3549,F,Grup B - anos finais,D,78,10,0,Aprovado
413,2019,3506,F,Grup B - anos finais,E,95,8,0,Aprovado
414,2019,3345,F,Grup B - anos finais,C,89,9,0,Aprovado
415,2019,3381,F,Grup A - anos iniciais,A,93,5,1,Aprovado parcialmente
416,2019,3127,M,Grup B - anos finais,B,81,9,0,Aprovado
417,2019,2619,F,Grup B - anos finais,C,92,10,0,Aprovado
418,2019,5426,F,Grup B - anos finais,B,60,10,0,Aprovado
419,2019,4663,M,Grup B - anos finais,D,93,7,0,Aprovado
420,2019,3425,F,Grup B - anos finais,B,80,4,2,Reforço
421,2019,2200,M,Grup B - anos finais,A,55,2,2,Reforço
422,2019,2854,F,Grup A - anos iniciais,B,82,6,0,Aprovado
423,2019,3347,M,Grup B - anos finais,A,87,10,0,Aprovado
424,2019,3106,F,Grup A - anos iniciais,D,78,9,0,Aprovado
425,2019,3465,F,Grup B - anos finais,A,76,0,2,Reforço
426,2019,3013,M,Grup A - anos iniciais,A,89,6,0,Aprovado
427,2019,3372,F,Grup B - anos finais,E,94,4,2,Reforço
428,2019,5069,M,Grup B - anos finais,C,53,5,1,Aprovado parcialmente
429,2019,4712,M,Grup B - anos finais,C,92,4,2,Reforço
430,2019,3354,F,Grup A - anos iniciais,E,78,9,0,Aprovado
431,2019,2189,M,Grup B - anos finais,A,76,4,2,Reforço
432,2019,2433,F,Grup A - anos iniciais,A,91,6,0,Aprovado
433,2019,2029,F,Grup B - anos finais,C,40,3,2,Reforço
434,2019,4095,M,Grup A - anos iniciais,E,95,5,1,Aprovado parcialmente
435,2019,4346,F,Grup A - anos iniciais,E,89,6,0,Aprovado
436,2019,2992,M,Grup B - anos finais,C,98,5,1,Aprovado parcialmente
437,2019,3930,M,Grup B - anos finais,C,88,10,0,Aprovado
438,2019,2436,M,Grup B - anos finais,C,95,2,2,Reforço
439,2019,3022,F,Grup B - anos finais,D,95,9,0,Aprovado
440,2019,2838,M,Grup A - anos iniciais,A,97,10,0,Aprovado
441,2019,5485,F,Grup A - anos iniciais,A,54,4,2,Reforço
442,2019,2286,M,Grup B - anos finais,C,78,9,0,Aprovado
443,2019,3709,M,Grup B - anos finais,B,80,3,2,Reforço
444,2019,4417,M,Grup A - anos iniciais,A,87,10,0,Aprovado
445,2019,4167,F,Grup A - anos iniciais,B,78,3,2,Reforço
446,2019,5324,M,Grup B - anos finais,D,73,7,0,Aprovado
447,2019,5245,F,Grup B - anos finais,B,89,5,1,Aprovado parcialmente
448,2019,2138,M,Grup B - anos finais,B,79,5,1,Aprovado parcialmente
449,2019,2787,F,Grup A - anos iniciais,D,85,4,2,Reforço
450,2019,2805,F,Grup A - anos iniciais,E,92,3,2,Reforço
451,2019,3868,M,Grup A - anos iniciais,A,45,1,2,Reforço
452,2019,3274,F,Grup A - anos iniciais,B,91,10,0,Aprovado
453,2019,4992,F,Grup A - anos iniciais,B,20,5,1,Aprovado parcialmente
454,2019,2245,F,Grup B - anos finais,D,78,2,2,Reforço
455,2019,4535,M,Grup B - anos finais,D,95,6,0,Aprovado
456,2019,4615,F,Grup A - anos iniciais,E,89,0,2,Reforço
457,2019,3012,M,Grup A - anos iniciais,B,93,2,2,Reforço
458,2019,3260,M,Grup A - anos iniciais,E,81,2,2,Reforço
459,2019,3728,F,Grup B - anos finais,A,92,0,2,Reforço
460,2019,2835,M,Grup B - anos finais,A,60,3,2,Reforço
461,2019,3641,M,Grup B - anos finais,E,93,8,0,Aprovado
462,2019,2802,M,Grup A - anos iniciais,A,80,9,0,Aprovado
463,2019,3142,F,Grup A - anos iniciais,A,55,9,0,Aprovado
464,2019,5352,M,Grup B - anos finais,B,82,9,0,Aprovado
465,2019,3180,M,Grup B - anos finais,C,87,0,2,Reforço
466,2019,2702,M,Grup B - anos finais,D,78,4,2,Reforço
467,2019,4579,M,Grup B - anos finais,C,76,0,2,Reforço
468,2019,5412,F,Grup B - anos finais,B,89,5,1,Aprovado parcialmente
469,2019,2060,M,Grup B - anos finais,D,94,8,0,Aprovado
470,2019,3454,M,Grup B - anos finais,C,53,6,0,Aprovado
471,2019,2760,M,Grup A - anos iniciais,D,92,10,0,Aprovado
472,2019,4425,F,Grup A - anos iniciais,B,78,10,0,Aprovado
473,2019,5310,M,Grup B - anos finais,D,76,7,0,Aprovado
474,2019,5478,F,Grup A - anos iniciais,B,91,8,0,Aprovado
475,2019,3326,F,Grup B - anos finais,A,40,9,0,Aprovado
476,2019,3015,F,Grup B - anos finais,D,95,6,0,Aprovado
477,2019,3943,F,Grup B - anos finais,A,89,8,0,Aprovado
478,2019,3556,F,Grup A - anos iniciais,E,98,2,2,Reforço
479,2019,4940,F,Grup B - anos finais,E,88,8,0,Aprovado
480,2019,4665,M,Grup B - anos finais,E,95,6,0,Aprovado
481,2019,4158,F,Grup B - anos finais,C,95,9,0,Aprovado
482,2019,4030,F,Grup A - anos iniciais,A,97,6,0,Aprovado
483,2019,4573,M,Grup A - anos iniciais,E,54,3,2,Reforço
484,2019,4167,F,Grup A - anos iniciais,B,78,5,1,Aprovado parcialmente
485,2019,3380,M,Grup B - anos finais,D,80,5,1,Aprovado parcialmente
486,2019,3401,F,Grup A - anos iniciais,E,87,6,0,Aprovado
487,2019,5412,F,Grup A - anos iniciais,D,78,6,0,Aprovado
488,2019,4933,M,Grup A - anos iniciais,E,73,8,0,Aprovado
489,2019,2476,M,Grup A - anos iniciais,B,89,10,0,Aprovado
490,2019,3855,F,Grup A - anos iniciais,A,79,2,2,Reforço
491,2019,3617,F,Grup B - anos finais,A,85,2,2,Reforço
492,2019,5420,M,Grup B - anos finais,E,92,10,0,Aprovado
493,2019,4852,F,Grup A - anos iniciais,B,45,9,0,Aprovado
494,2019,5467,F,Grup B - anos finais,E,91,8,0,Aprovado
495,2019,2858,M,Grup B - anos finais,E,20,6,0,Aprovado
496,2019,2036,M,Grup B - anos finais,E,78,6,0,Aprovado
497,2019,3844,M,Grup A - anos iniciais,D,95,6,0,Aprovado
498,2019,4715,F,Grup A - anos iniciais,E,89,6,0,Aprovado
499,2019,3368,M,Grup B - anos finais,E,93,5,1,Aprovado parcialmente
500,2019,4079,M,Grup A - anos iniciais,C,81,5,1,Aprovado parcialmente
501,2019,3055,M,Grup B - anos finais,A,92,6,0,Aprovado
502,2019,3878,F,Grup B - anos finais,C,60,8,0,Aprovado
503,2019,3913,M,Grup B - anos finais,C,93,7,0,Aprovado
504,2019,4714,M,Grup A - anos iniciais,C,80,5,1,Aprovado parcialmente
505,2019,3081,M,Grup A - anos iniciais,A,55,6,0,Aprovado
506,2019,5467,F,Grup B - anos finais,E,82,6,0,Aprovado
507,2019,3755,F,Grup B - anos finais,D,87,9,0,Aprovado
508,2019,4140,M,Grup A - anos iniciais,A,78,7,0,Aprovado
509,2019,3345,F,Grup A - anos iniciais,C,76,8,0,Aprovado
510,2019,4169,M,Grup A - anos iniciais,D,89,3,2,Reforço
511,2019,2783,F,Grup A - anos iniciais,C,94,10,0,Aprovado
512,2019,3787,F,Grup A - anos iniciais,A,53,6,0,Aprovado
513,2019,5454,M,Grup B - anos finais,A,92,4,2,Reforço
514,2019,3359,M,Grup B - anos finais,E,78,9,0,Aprovado
515,2019,2178,M,Grup A - anos iniciais,A,76,0,2,Reforço
516,2019,2056,M,Grup B - anos finais,E,91,7,0,Aprovado
517,2019,2251,M,Grup A - anos iniciais,A,40,0,2,Reforço
518,2019,2742,F,Grup B - anos finais,A,95,10,0,Aprovado
519,2019,2792,M,Grup A - anos iniciais,D,89,3,2,Reforço
520,2019,4963,F,Grup B - anos finais,A,98,4,2,Reforço
521,2019,3195,F,Grup B - anos finais,E,88,6,0,Aprovado
522,2019,3819,M,Grup A - anos iniciais,A,95,9,0,Aprovado
523,2019,2578,M,Grup B - anos finais,D,95,9,0,Aprovado
524,2019,2099,F,Grup A - anos iniciais,E,97,5,1,Aprovado parcialmente
525,2019,5048,M,Grup A - anos iniciais,A,54,5,1,Aprovado parcialmente
526,2019,4441,M,Grup B - anos finais,D,78,0,2,Reforço
527,2019,4488,F,Grup B - anos finais,B,80,6,0,Aprovado
528,2019,3959,M,Grup A - anos iniciais,C,87,10,0,Aprovado
529,2019,4880,F,Grup A - anos iniciais,D,78,6,0,Aprovado
530,2019,3003,M,Grup A - anos iniciais,C,73,10,0,Aprovado
531,2019,3696,M,Grup A - anos iniciais,A,89,7,0,Aprovado
532,2019,4794,F,Grup B - anos finais,D,79,4,2,Reforço
533,2019,3251,F,Grup B - anos finais,A,85,2,2,Reforço
534,2019,2552,M,Grup B - anos finais,D,92,9,0,Aprovado
535,2019,4074,M,Grup B - anos finais,D,45,2,2,Reforço
536,2019,5431,F,Grup A - anos iniciais,A,91,10,0,Aprovado
537,2019,4564,F,Grup B - anos finais,A,20,6,0,Aprovado
538,2019,2897,M,Grup A - anos iniciais,E,78,8,0,Aprovado
539,2019,2963,M,Grup B - anos finais,D,95,6,0,Aprovado
540,2019,4686,M,Grup A - anos iniciais,E,89,4,2,Reforço
541,2019,2125,M,Grup B - anos finais,C,93,0,2,Reforço
542,2019,4660,M,Grup A - anos iniciais,C,81,8,0,Aprovado
543,2019,5251,F,Grup B - anos finais,C,92,0,2,Reforço
544,2019,2012,F,Grup B - anos finais,C,83,9,0,Aprovado
545,2019,2618,F,Grup B - anos finais,B,45,6,0,Aprovado
546,2019,3816,M,Grup B - anos finais,C,75,10,0,Aprovado
547,2019,3312,F,Grup B - anos finais,D,83,4,2,Reforço
548,2019,3461,M,Grup A - anos iniciais,C,55,0,2,Reforço
549,2019,2251,F,Grup B - anos finais,D,69,4,2,Reforço
550,2019,4320,F,Grup B - anos finais,B,60,7,0,Aprovado
551,2019,2766,F,Grup A - anos iniciais,D,78,0,2,Reforço
552,2019,4435,M,Grup A - anos iniciais,B,79,8,0,Aprovado
553,2019,2939,F,Grup A - anos iniciais,E,67,2,2,Reforço
554,2019,2821,M,Grup B - anos finais,C,58,8,0,Aprovado
555,2019,5123,F,Grup B - anos finais,C,87,10,0,Aprovado
556,2019,2398,M,Grup B - anos finais,B,78,4,2,Reforço
557,2019,4635,M,Grup B - anos finais,D,76,8,0,Aprovado
558,2019,3976,F,Grup B - anos finais,E,54,4,2,Reforço
559,2019,3079,F,Grup A - anos iniciais,C,34,5,1,Aprovado parcialmente
560,2019,3896,M,Grup A - anos iniciais,A,53,2,2,Reforço
561,2019,3826,M,Grup A - anos iniciais,D,57,3,2,Reforço
562,2019,2062,F,Grup B - anos finais,A,78,9,0,Aprovado
563,2019,5007,M,Grup B - anos finais,D,76,6,0,Aprovado
564,2019,2080,M,Grup B - anos finais,B,45,10,0,Aprovado
565,2019,4993,M,Grup B - anos finais,D,90,6,0,Aprovado
566,2019,4175,F,Grup B - anos finais,D,49,6,0,Aprovado
567,2019,2469,F,Grup A - anos iniciais,B,89,7,0,Aprovado
568,2019,5472,F,Grup B - anos finais,E,98,8,0,Aprovado
569,2019,4601,F,Grup B - anos finais,A,88,9,0,Aprovado
570,2019,5098,M,Grup A - anos iniciais,E,57,4,2,Reforço
571,2019,2306,M,Grup B - anos finais,B,70,2,2,Reforço
572,2019,4659,M,Grup B - anos finais,D,97,2,2,Reforço
573,2019,4318,F,Grup A - anos iniciais,C,54,2,2,Reforço
574,2019,2714,M,Grup B - anos finais,B,78,5,1,Aprovado parcialmente
575,2019,3673,F,Grup B - anos finais,B,60,5,1,Aprovado parcialmente
576,2019,2488,F,Grup A - anos iniciais,A,67,2,2,Reforço
577,2019,5246,M,Grup B - anos finais,D,11,9,0,Aprovado
578,2019,4529,F,Grup B - anos finais,D,73,8,0,Aprovado
579,2019,5029,M,Grup A - anos iniciais,E,89,0,2,Reforço
580,2019,2587,M,Grup B - anos finais,E,56,4,2,Reforço
581,2019,5343,M,Grup A - anos iniciais,E,85,6,0,Aprovado
582,2019,2155,M,Grup A - anos iniciais,D,92,10,0,Aprovado
583,2019,2659,F,Grup A - anos iniciais,B,86,5,1,Aprovado parcialmente
584,2019,5151,F,Grup A - anos iniciais,B,91,9,0,Aprovado
585,2019,5453,F,Grup B - anos finais,B,75,6,0,Aprovado
586,2019,2425,F,Grup A - anos iniciais,E,78,4,2,Reforço
587,2019,5075,M,Grup A - anos iniciais,B,95,8,0,Aprovado
588,2019,2001,F,Grup A - anos iniciais,C,49,6,0,Aprovado
589,2019,4874,M,Grup A - anos iniciais,B,56,9,0,Aprovado
590,2019,2571,M,Grup B - anos finais,B,81,4,2,Reforço
591,2019,2251,F,Grup B - anos finais,A,92,3,2,Reforço
592,2019,2750,M,Grup A - anos iniciais,E,76,10,0,Aprovado
593,2019,3678,F,Grup B - anos finais,B,91,9,0,Aprovado
594,2019,4867,M,Grup B - anos finais,B,89,6,0,Aprovado
595,2019,4190,M,Grup B - anos finais,B,29,5,1,Aprovado parcialmente
596,2019,4705,M,Grup A - anos iniciais,C,60,6,0,Aprovado
597,2019,3805,M,Grup A - anos iniciais,A,51,10,0,Aprovado
598,2019,5207,M,Grup A - anos iniciais,E,80,2,2,Reforço
599,2019,5290,F,Grup A - anos iniciais,D,55,3,2,Reforço
600,2019,2129,F,Grup A - anos iniciais,D,34,7,0,Aprovado
601,2019,2126,F,Grup A - anos iniciais,A,87,4,2,Reforço
602,2019,3036,F,Grup A - anos iniciais,B,65,10,0,Aprovado
603,2019,5103,M,Grup A - anos iniciais,C,76,0,2,Reforço
604,2019,5200,F,Grup B - anos finais,C,89,9,0,Aprovado
605,2019,5250,F,Grup B - anos finais,E,45,6,0,Aprovado
606,2019,2741,M,Grup B - anos finais,D,53,5,1,Aprovado parcialmente
607,2019,2783,F,Grup B - anos finais,B,78,8,0,Aprovado
608,2019,4310,M,Grup A - anos iniciais,E,80,2,2,Reforço
609,2019,2367,M,Grup A - anos iniciais,D,76,0,2,Reforço
610,2019,5244,M,Grup B - anos finais,E,19,2,2,Reforço
611,2019,2316,F,Grup B - anos finais,D,84,3,2,Reforço
612,2019,2666,F,Grup B - anos finais,D,95,9,0,Aprovado
613,2019,4318,M,Grup A - anos iniciais,E,89,8,0,Aprovado
614,2019,2739,F,Grup B - anos finais,C,65,2,2,Reforço
615,2019,5104,F,Grup A - anos iniciais,C,46,6,0,Aprovado
616,2019,2018,M,Grup A - anos iniciais,A,46,8,0,Aprovado
617,2019,2060,F,Grup B - anos finais,A,89,0,2,Reforço
618,2019,4615,M,Grup B - anos finais,A,78,0,2,Reforço
619,2019,4920,F,Grup A - anos iniciais,C,93,0,2,Reforço
620,2019,3370,F,Grup B - anos finais,E,54,0,2,Reforço
621,2019,2968,F,Grup A - anos iniciais,B,72,6,0,Aprovado
622,2019,5204,M,Grup A - anos iniciais,E,94,6,0,Aprovado
623,2019,2234,F,Grup B - anos finais,A,81,3,2,Reforço
624,2019,4759,M,Grup B - anos finais,A,76,0,2,Reforço
625,2019,5484,F,Grup B - anos finais,B,89,10,0,Aprovado
626,2019,3125,F,Grup B - anos finais,C,78,9,0,Aprovado
627,2019,5370,F,Grup A - anos iniciais,D,60,3,2,Reforço
628,2019,3191,M,Grup A - anos iniciais,A,93,2,2,Reforço
629,2019,2616,F,Grup A - anos iniciais,C,80,3,2,Reforço
630,2019,3478,M,Grup B - anos finais,E,55,6,0,Aprovado
631,2019,3362,M,Grup B - anos finais,E,82,2,2,Reforço
632,2019,4816,F,Grup B - anos finais,E,87,6,0,Aprovado
633,2019,2035,M,Grup A - anos iniciais,E,78,6,0,Aprovado
634,2019,3956,M,Grup B - anos finais,D,76,3,2,Reforço
635,2019,2560,M,Grup B - anos finais,D,89,8,0,Aprovado
636,2019,3922,M,Grup A - anos iniciais,B,94,10,0,Aprovado
637,2019,3935,F,Grup A - anos iniciais,B,53,2,2,Reforço
638,2019,2467,F,Grup B - anos finais,B,92,9,0,Aprovado
639,2019,2400,M,Grup A - anos iniciais,C,78,6,0,Aprovado
640,2019,2552,F,Grup B - anos finais,B,76,7,0,Aprovado
641,2019,4770,M,Grup B - anos finais,B,91,7,0,Aprovado
642,2019,5155,M,Grup A - anos iniciais,D,40,4,2,Reforço
643,2019,4035,M,Grup A - anos iniciais,B,95,2,2,Reforço
644,2019,4096,F,Grup B - anos finais,D,89,10,0,Aprovado
645,2019,4909,M,Grup A - anos iniciais,E,98,4,2,Reforço
646,2019,2067,F,Grup A - anos iniciais,D,88,6,0,Aprovado
647,2019,4988,M,Grup A - anos iniciais,A,95,6,0,Aprovado
648,2019,4489,M,Grup B - anos finais,B,95,3,2,Reforço
649,2019,3911,F,Grup A - anos iniciais,C,97,0,2,Reforço
650,2019,3901,M,Grup B - anos finais,E,54,6,0,Aprovado
651,2019,3959,M,Grup B - anos finais,E,78,0,2,Reforço
652,2019,2355,F,Grup B - anos finais,E,80,4,2,Reforço
653,2019,4205,M,Grup B - anos finais,E,87,4,2,Reforço
654,2019,4330,F,Grup A - anos iniciais,A,78,10,0,Aprovado
655,2019,5111,F,Grup A - anos iniciais,C,73,9,0,Aprovado
656,2019,3199,F,Grup B - anos finais,D,89,1,2,Reforço
657,2019,2896,M,Grup B - anos finais,E,79,8,0,Aprovado
658,2019,2533,F,Grup B - anos finais,B,85,2,2,Reforço
659,2019,2384,M,Grup A - anos iniciais,E,92,10,0,Aprovado
660,2019,3105,M,Grup A - anos iniciais,B,45,3,2,Reforço
661,2019,2811,F,Grup A - anos iniciais,E,91,10,0,Aprovado
662,2019,5371,M,Grup A - anos iniciais,B,20,7,0,Aprovado
663,2019,4619,M,Grup B - anos finais,E,78,2,2,Reforço
664,2019,2162,M,Grup A - anos iniciais,B,95,0,2,Reforço
665,2019,5339,M,Grup A - anos iniciais,E,89,10,0,Aprovado
666,2019,5078,F,Grup A - anos iniciais,A,93,5,1,Aprovado parcialmente
667,2019,2646,M,Grup B - anos finais,A,81,5,1,Aprovado parcialmente
668,2019,4988,M,Grup A - anos iniciais,B,92,3,2,Reforço
669,2019,5007,F,Grup A - anos iniciais,B,60,6,0,Aprovado
670,2019,3880,F,Grup B - anos finais,A,93,2,2,Reforço
671,2019,2745,F,Grup B - anos finais,C,80,3,2,Reforço
672,2019,4492,F,Grup B - anos finais,A,55,3,2,Reforço
673,2019,3096,F,Grup A - anos iniciais,C,82,3,2,Reforço
674,2019,5345,F,Grup A - anos iniciais,D,87,10,0,Aprovado
675,2019,3039,M,Grup B - anos finais,C,78,7,0,Aprovado
676,2019,5235,F,Grup A - anos iniciais,C,76,10,0,Aprovado
677,2019,3596,F,Grup A - anos iniciais,A,89,8,0,Aprovado
678,2019,5371,M,Grup A - anos iniciais,E,94,1,2,Reforço
679,2019,2246,F,Grup A - anos iniciais,B,53,5,1,Aprovado parcialmente
680,2019,2757,M,Grup A - anos iniciais,A,92,4,2,Reforço
681,2019,4750,M,Grup A - anos iniciais,A,78,6,0,Aprovado
682,2019,2472,M,Grup B - anos finais,A,76,2,2,Reforço
683,2019,2180,F,Grup B - anos finais,B,91,3,2,Reforço
684,2019,2983,F,Grup A - anos iniciais,A,40,6,0,Aprovado
685,2019,5087,F,Grup A - anos iniciais,D,95,9,0,Aprovado
686,2019,3068,F,Grup A - anos iniciais,E,89,9,0,Aprovado
687,2019,2516,M,Grup A - anos iniciais,C,98,3,2,Reforço
688,2019,2814,M,Grup A - anos iniciais,E,88,2,2,Reforço
689,2019,4337,M,Grup A - anos iniciais,B,95,5,1,Aprovado parcialmente
690,2019,5478,M,Grup B - anos finais,A,95,7,0,Aprovado
691,2019,4216,M,Grup B - anos finais,B,97,3,2,Reforço
692,2019,5266,M,Grup A - anos iniciais,C,54,6,0,Aprovado
693,2019,2035,M,Grup A - anos iniciais,E,78,3,2,Reforço
694,2019,2267,F,Grup A - anos iniciais,D,80,4,2,Reforço
695,2019,3203,F,Grup A - anos iniciais,C,87,8,0,Aprovado
696,2019,4396,F,Grup B - anos finais,D,78,4,2,Reforço
697,2019,3974,F,Grup A - anos iniciais,B,73,10,0,Aprovado
698,2019,4568,F,Grup A - anos iniciais,D,89,10,0,Aprovado
699,2019,4564,F,Grup A - anos iniciais,A,79,4,2,Reforço
700,2019,4342,M,Grup B - anos finais,B,85,6,0,Aprovado
701,2019,4622,F,Grup A - anos iniciais,D,92,0,2,Reforço
702,2019,2156,F,Grup B - anos finais,D,45,10,0,Aprovado
703,2019,4448,M,Grup A - anos iniciais,E,91,6,0,Aprovado
704,2019,4620,F,Grup A - anos iniciais,C,20,6,0,Aprovado
705,2019,4713,F,Grup B - anos finais,D,78,4,2,Reforço
706,2019,2864,M,Grup A - anos iniciais,C,95,9,0,Aprovado
707,2019,3045,M,Grup B - anos finais,A,89,10,0,Aprovado
708,2019,2641,F,Grup A - anos iniciais,C,93,3,2,Reforço
709,2019,4356,F,Grup B - anos finais,E,81,7,0,Aprovado
710,2019,2439,M,Grup A - anos iniciais,D,92,4,2,Reforço
711,2019,4756,M,Grup B - anos finais,B,60,9,0,Aprovado
712,2019,2601,M,Grup A - anos iniciais,A,93,5,1,Aprovado parcialmente
713,2019,5316,M,Grup A - anos iniciais,C,80,3,2,Reforço
714,2019,2198,M,Grup B - anos finais,D,55,10,0,Aprovado
715,2019,5144,F,Grup A - anos iniciais,E,82,6,0,Aprovado
716,2019,2468,M,Grup A - anos iniciais,B,87,10,0,Aprovado
717,2019,4359,M,Grup A - anos iniciais,A,78,2,2,Reforço
718,2019,5199,F,Grup B - anos finais,A,76,3,2,Reforço
719,2019,2428,M,Grup B - anos finais,D,89,2,2,Reforço
720,2019,5174,F,Grup B - anos finais,C,94,4,2,Reforço
721,2019,4290,M,Grup B - anos finais,C,53,0,2,Reforço
722,2019,2712,M,Grup A - anos iniciais,B,92,7,0,Aprovado
723,2019,3945,F,Grup B - anos finais,A,78,6,0,Aprovado
724,2019,4074,M,Grup B - anos finais,D,76,0,2,Reforço
725,2019,3390,F,Grup B - anos finais,E,91,5,1,Aprovado parcialmente
726,2019,4319,M,Grup A - anos iniciais,D,40,2,2,Reforço
727,2019,2349,M,Grup A - anos iniciais,C,95,8,0,Aprovado
728,2019,4935,F,Grup B - anos finais,C,89,7,0,Aprovado
729,2019,4838,F,Grup A - anos iniciais,C,98,7,0,Aprovado
730,2019,3154,M,Grup A - anos iniciais,E,88,7,0,Aprovado
731,2019,4662,M,Grup B - anos finais,D,95,5,1,Aprovado parcialmente
732,2019,2859,F,Grup A - anos iniciais,E,95,5,1,Aprovado parcialmente
733,2019,5202,M,Grup B - anos finais,A,97,6,0,Aprovado
734,2019,4250,F,Grup A - anos iniciais,E,54,10,0,Aprovado
735,2019,3438,M,Grup A - anos iniciais,B,78,5,1,Aprovado parcialmente
736,2019,2692,F,Grup B - anos finais,A,80,2,2,Reforço
737,2019,3166,F,Grup B - anos finais,A,87,3,2,Reforço
738,2019,5219,M,Grup A - anos iniciais,C,78,7,0,Aprovado
739,2019,2941,M,Grup B - anos finais,B,73,0,2,Reforço
740,2019,5064,F,Grup A - anos iniciais,E,89,0,2,Reforço
741,2019,3610,M,Grup A - anos iniciais,C,79,3,2,Reforço
742,2019,2053,F,Grup B - anos finais,D,85,9,0,Aprovado
743,2019,5159,M,Grup B - anos finais,E,92,7,0,Aprovado
744,2019,3698,F,Grup B - anos finais,A,45,2,2,Reforço
745,2019,3712,M,Grup B - anos finais,E,91,3,2,Reforço
746,2019,5272,F,Grup B - anos finais,C,20,9,0,Aprovado
747,2019,2096,F,Grup B - anos finais,B,78,4,2,Reforço
748,2019,3518,F,Grup B - anos finais,A,95,2,2,Reforço
749,2019,3538,M,Grup B - anos finais,E,89,7,0,Aprovado
750,2019,3505,F,Grup A - anos iniciais,D,93,4,2,Reforço
751,2019,3271,M,Grup A - anos iniciais,B,81,5,1,Aprovado parcialmente
752,2019,3832,M,Grup A - anos iniciais,B,92,9,0,Aprovado
753,2019,3104,F,Grup A - anos iniciais,D,60,3,2,Reforço
754,2019,4435,F,Grup B - anos finais,B,93,7,0,Aprovado
755,2019,4436,M,Grup B - anos finais,D,80,2,2,Reforço
756,2019,2651,F,Grup A - anos iniciais,E,55,10,0,Aprovado
757,2019,3316,M,Grup A - anos iniciais,B,82,10,0,Aprovado
758,2019,3333,M,Grup A - anos iniciais,E,87,4,2,Reforço
759,2019,5127,M,Grup A - anos iniciais,A,78,8,0,Aprovado
760,2019,4906,F,Grup A - anos iniciais,C,76,9,0,Aprovado
761,2019,2944,F,Grup A - anos iniciais,E,89,6,0,Aprovado
762,2019,2935,F,Grup A - anos iniciais,D,94,10,0,Aprovado
763,2019,3589,M,Grup B - anos finais,D,53,4,2,Reforço
764,2019,2030,M,Grup A - anos iniciais,C,92,4,2,Reforço
765,2019,2167,F,Grup B - anos finais,C,78,0,2,Reforço
766,2019,4711,F,Grup B - anos finais,A,76,5,1,Aprovado parcialmente
767,2019,2354,F,Grup A - anos iniciais,D,91,5,1,Aprovado parcialmente
768,2019,2068,F,Grup A - anos iniciais,C,40,4,2,Reforço
769,2019,4863,F,Grup B - anos finais,A,95,7,0,Aprovado
770,2019,2673,M,Grup B - anos finais,C,89,7,0,Aprovado
771,2019,2524,M,Grup B - anos finais,E,98,5,1,Aprovado parcialmente
772,2019,2238,F,Grup B - anos finais,D,88,7,0,Aprovado
773,2019,3259,F,Grup B - anos finais,D,95,10,0,Aprovado
774,2019,4646,M,Grup A - anos iniciais,A,95,6,0,Aprovado
775,2019,2412,M,Grup A - anos iniciais,B,97,4,2,Reforço
776,2019,2162,F,Grup B - anos finais,D,54,0,2,Reforço
777,2019,3653,M,Grup A - anos iniciais,D,78,7,0,Aprovado
778,2019,4217,F,Grup A - anos iniciais,A,80,1,2,Reforço
779,2019,2720,M,Grup A - anos iniciais,C,87,8,0,Aprovado
780,2019,2796,F,Grup B - anos finais,B,78,10,0,Aprovado
781,2019,4034,M,Grup A - anos iniciais,C,73,9,0,Aprovado
782,2019,2462,F,Grup A - anos iniciais,B,89,6,0,Aprovado
783,2019,3985,F,Grup A - anos iniciais,D,79,10,0,Aprovado
784,2019,5300,M,Grup B - anos finais,C,85,2,2,Reforço
785,2019,5090,M,Grup A - anos iniciais,D,92,3,2,Reforço
786,2019,2692,M,Grup A - anos iniciais,A,45,7,0,Aprovado
787,2019,4130,M,Grup A - anos iniciais,B,91,5,1,Aprovado parcialmente
788,2019,4123,F,Grup B - anos finais,D,20,6,0,Aprovado
789,2019,3897,F,Grup B - anos finais,C,78,5,1,Aprovado parcialmente
790,2019,3479,M,Grup B - anos finais,B,95,9,0,Aprovado
791,2019,4077,M,Grup A - anos iniciais,B,89,8,0,Aprovado
